iso3,year,GDP,logGDP,hdicode_x,region_x,"Adolescent Birth Rate (births per 1,000 women ages 15-19)",GII Rank,Gender Inequality Index (value),"Labour force participation rate, female (% ages 15 and older)","Labour force participation rate, male (% ages 15 and older)","Maternal Mortality Ratio (deaths per 100,000 live births)","Population with at least some secondary education, female (% ages 25 and older)","Population with at least some secondary education, male (% ages 25 and older)","Population, total (millions)_x","Share of seats in parliament, female (% held by women)","Share of seats in parliament, male (% held by men)",GII_Category,hdicode_y,region_y,"Expected Years of Schooling, female (years)","Expected Years of Schooling, male (years)",GDI Group,Gender Development Index (value),"Gross National Income Per Capita, female (2021 PPP$)","Gross National Income Per Capita, male (2021 PPP$)",HDI female (value),HDI male (value),"Life Expectancy at Birth, female (years)","Life Expectancy at Birth, male (years)","Mean Years of Schooling, female (years)","Mean Years of Schooling, male (years)","Population, total (millions)_y",GDI_gap,GDI_gap_abs,A woman can apply for a passport in the same way as a man (1=yes; 0=no),A woman can be head of household in the same way as a man (1=yes; 0=no),A woman can choose where to live in the same way as a man (1=yes; 0=no),A woman can get a job in the same way as a man (1=yes; 0=no),A woman can obtain a judgment of divorce in the same way as a man (1=yes; 0=no),A woman can open a bank account in the same way as a man (1=yes; 0=no),A woman can register a business in the same way as a man (1=yes; 0=no),A woman can sign a contract in the same way as a man (1=yes; 0=no),A woman can travel outside her home in the same way as a man (1=yes; 0=no),A woman can travel outside the country in the same way as a man (1=yes; 0=no),A woman can work at night in the same way as a man (1=yes; 0=no),A woman can work in a job deemed dangerous in the same way as a man (1=yes; 0=no),A woman can work in an industrial job in the same way as a man (1=yes; 0=no),A woman has the same rights to remarry as a man (1=yes; 0=no),Criminal penalties or civil remedies exist for sexual harassment in employment (1=yes; 0=no),Dismissal of pregnant workers is prohibited (1=yes; 0=no),Female and male surviving spouses have equal rights to inherit assets (1=yes; 0=no),Law mandates equal remuneration for females and males for work of equal value (1=yes; 0=no),Law prohibits discrimination in employment based on gender (1=yes; 0=no),Men and married women have equal ownership rights to immovable property (1=yes; 0=no),Paid leave is available to fathers (1=yes; 0=no),Paid leave of at least 14 weeks available to mothers (1=yes; 0=no),Sons and daughters have equal rights to inherit assets from their parents (1=yes; 0=no),The age at which men and women can retire with full pension benefits is the same (1=yes; 0=no),The age at which men and women can retire with partial pension benefits is the same (1=yes; 0=no),The government administers 100% of maternity leave benefits (1=yes; 0=no),The law grants spouses equal administrative authority over assets during marriage (1=yes; 0=no),The law prohibits discrimination in access to credit based on gender (1=yes; 0=no),The mandatory retirement age for men and women is the same (1=yes; 0=no),There are periods of absence due to child care accounted for in pension benefits (1=yes; 0=no),There is legislation on sexual harassment in employment (1=yes; 0=no),There is legislation specifically addressing domestic violence (1=yes; 0=no),There is no legal provision that requires a married woman to obey her husband (1=yes; 0=no),There is paid parental leave (1=yes; 0=no),Gender Inequality Index (value)_shifted
TZA,2008,1908.37353515625,7.554006605989859,Medium,SSA,120.677,,0.577,91.75,91.2,604.6387623,7.712167263,13.14571035,42.570728,30.40752351,69.59247649,NB,Medium,SSA,8.421627558,9.107825573,,0.918,2196.159537,2713.591732,0.474107345,0.516717225,61.597,58.178,4.372000027,5.674000168,42.570728,0.08199999999999996,0.08199999999999996,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.576
THA,2008,12062.15987498728,9.397828548357456,High,EAP,52.29,,0.378,65.75,81.49,37.4878134,32.64000034,38.625,67.6198305,12.6984127,87.3015873,B,High,EAP,13.12905979,12.33691978,,0.983,11829.90627,18931.96761,0.716027788,0.728528616,77.716,70.859,7.039999962,7.560000181,67.6198305,0.017000000000000015,0.017000000000000015,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.391
TLS,2008,1675.045694799941,7.423595724364638,Medium,EAP,49.076,,0.533,40.6,69.55,450.8614907,23.16785175,33.33147881,1.0324295,29.23076923,70.76923077,MB,Medium,EAP,,,,,8662.195872,19579.57118,,,64.509,61.331,4.218069059,5.727610135,1.0324295,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.535
TGO,2008,1429.306784216647,7.264944839434727,Medium,SSA,84.436,,0.616,79.21,80.49,528.1140379,15.63921166,38.85229566,6.368812,11.11111111,88.88888889,NB,Medium,SSA,8.680444431,11.70910673,,0.798,1640.078212,2203.586066,0.410193902,0.513733216,57.001,56.282,1.998168183,4.83547201,6.368812,0.20199999999999996,0.20199999999999996,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.616
TON,2008,4600.348960160787,8.433887440504412,High,EAP,22.893,,0.48,36.98,55.49,97.14145161,76.04199829,77.91399994,0.10702,3.125,96.875,MB,High,EAP,15.32773336,14.01732381,,0.974,3932.441787,7575.509323,0.700933035,0.719463302,74.914,67.607,10.32600002,10.48999958,0.10702,0.026000000000000023,0.026000000000000023,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.475
TTO,2008,30807.28485149633,10.335506462147427,Very High,LAC,39.537,,0.329,52.55,74.53,54.12416651,59.50999832,60.02000046,1.3720845,33.33333333,66.66666667,B,Very High,LAC,12.61590757,12.18431896,,0.977,23758.14142,45533.58613,0.769882708,0.788121356,74.287,67.951,10.27999973,10.31000042,1.3720845,0.02300000000000002,0.02300000000000002,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.33
TUN,2008,9975.02232109851,9.207839479459672,High,AS,5.659,,0.293,24.73,67.98,50.37637411,29.90999985,44.45999908,10.542635,19.93355482,80.06644518,B,High,AS,14.42955971,13.52982998,,0.885,4890.486465,17558.15945,0.655655328,0.740916393,76.679,71.844,5.239999771,7.420000076,10.542635,0.11499999999999999,0.11499999999999999,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.301
TUR,2008,16038.29562126223,9.682734617748675,Very High,ECA,38.361,,0.436,24.48,70.14,22.7934738,26.75,43.34999847,71.5623385,9.107468124,90.89253188,MB,Very High,ECA,11.97373009,13.08250999,,0.878,8477.499065,31041.68502,0.664986672,0.757741234,77.702,71.246,5.510000229,7.309999943,71.5623385,0.122,0.122,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.45
UGA,2008,1930.708695147093,7.565642414055752,Medium,SSA,139.763,,0.543,76.51,78.62,390.7647155,23.22999954,24.03000069,30.5395525,30.72289157,69.27710843,MB,Medium,SSA,10.40983522,10.9857742,,0.949,1784.732944,2379.416586,0.48796688,0.514406265,60.202,56.203,5.130000114,5.170000076,30.5395525,0.051000000000000045,0.051000000000000045,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.546
UKR,2008,9323.72265625,9.14031725456632,High,ECA,33.716,,,57.55,69.83,18.83712319,,,46.8191755,8.222222222,91.77777778,,High,ECA,15.42928028,14.66528988,,1.025,14023.82448,23150.0763,0.783790255,0.764943532,74.053,62.66,11.5328571,11.27887652,46.8191755,-0.02499999999999991,0.02499999999999991,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,
ARE,2008,93017.0906503924,11.440538525686001,Very High,AS,13.084,,0.176,41.82,89.37,10.0884081,72.17000008,65.32749939,6.3026645,22.5,77.5,VB,Very High,AS,11.17340644,9.829314709,,0.991,40462.03092,99290.0049,0.818227839,0.825826683,82.986,80.918,10.16486679,9.126548247,6.3026645,0.009000000000000008,0.009000000000000008,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.215
GBR,2008,36744.7913584035,10.511751762851967,Very High,,25.31,,0.192,55.84,69.73,10.52292103,99.66800518,99.83400047,62.0273065,19.61206897,80.38793103,VB,Very High,,16.48652077,15.62238026,,0.965,34182.44046,67364.03046,0.890795636,0.923368691,81.67,77.535,12.69393293,12.97441494,62.0273065,0.03500000000000003,0.03500000000000003,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.193
USA,2008,48570.05942696015,10.790762558871267,Very High,,40.059,,0.255,59.47,72.95,13.97374186,94.70999908,94.23999786,304.9703325,17.00934579,82.99065421,B,Very High,,17.0351243,15.54295242,,0.991,45612.09505,72460.42255,0.908033547,0.916489918,80.586,75.644,12.97999954,13.0,304.9703325,0.009000000000000008,0.009000000000000008,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.254
URY,2008,15694.23541172346,9.661048752684735,Very High,LAC,59.706,,0.333,54.74,74.94,18.97451524,47.63000107,44.29999924,3.3021775,12.30769231,87.69230769,B,Very High,LAC,16.43109741,14.4957159,,1.015,15937.29778,27608.67866,0.796135961,0.784508512,80.225,72.289,8.56000042,8.159999847,3.3021775,-0.014999999999999902,0.014999999999999902,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.337
UZB,2008,4800.059143198298,8.476383518319718,High,ECA,11.733,,0.234,57.68,63.77,38.47462197,99.86999859,99.88000411,27.4947745,16.36363636,83.63636364,B,High,ECA,11.32044029,11.59101009,,0.963,3577.363394,5182.180374,0.649864419,0.674920773,72.008,66.124,10.57162999,11.01597902,27.4947745,0.03700000000000003,0.03700000000000003,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.227
VUT,2008,2701.288360774878,7.901484108840068,Medium,EAP,73.573,,,64.78,78.69,86.39317907,,,0.226896,3.846153846,96.15384615,,Medium,EAP,10.07255337,10.77864554,,0.923,2451.14414,3953.57922,0.553220545,0.599340217,72.156,67.382,5.365219926,6.169301372,0.226896,0.07699999999999996,0.07699999999999996,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,
VEN,2008,17480.190861867,9.768823568021025,High,LAC,96.056,,0.48,49.62,79.11,105.269197,55.25,49.86999893,28.053696,18.56287425,81.43712575,MB,High,LAC,15.28034019,12.89381981,,1.019,14253.5379,30115.83862,0.762499402,0.748125624,77.204,68.266,8.359999657,7.909999847,28.053696,-0.018999999999999906,0.018999999999999906,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.476
VNM,2008,4844.06704743752,8.485509945914417,High,EAP,30.811,,0.327,71.01,79.45,62.11955908,56.38230798,67.72800423,85.1757875,25.76064909,74.23935091,B,High,EAP,11.49388712,12.45449746,,0.962,5236.487295,7751.265301,0.654356733,0.680526951,78.213,68.632,6.823235498,7.910982728,85.1757875,0.038000000000000034,0.038000000000000034,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.323
PSE,2008,3713.132158516753,8.219631047003586,Medium,AS,46.84,,,14.52,63.73,49.52834788,46.06000137,54.04999924,3.8290405,,,,Medium,AS,13.73243046,13.13749027,,0.83,1625.407564,9743.888275,0.594340952,0.716166161,74.191,70.283,7.360000134,8.670000076,3.8290405,0.17000000000000004,0.17000000000000004,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,
YEM,2008,3369.514349712948,8.122523903084117,Low,AS,87.424,,,10.2,74.7,168.4494862,,,25.1119405,0.72815534,99.27184466,,Low,AS,6.478839874,9.19904995,,0.618,680.75256,6690.965855,0.352711539,0.570290495,68.488,64.724,1.02276684,4.396370708,25.1119405,0.382,0.382,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,
ZMB,2008,2708.00819664743,7.903968660854553,Medium,SSA,135.285,,0.591,56.27,65.89,319.5807194,23.66936725,41.52117865,13.021324,15.18987342,84.81012658,NB,Medium,SSA,10.18506282,11.84664276,,0.864,2166.954697,3252.877683,0.47629742,0.55109493,55.855,53.693,5.108030047,7.271621398,13.021324,0.136,0.136,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.589
ZWE,2008,1290.247884872044,7.162589637711116,Medium,SSA,107.837,,0.6,77.47,88.18,684.8270633,48.01199951,62.36399994,12.9591495,18.15181518,81.84818482,NB,Medium,SSA,10.17958885,11.17983659,,0.873,1178.459627,1647.799596,0.425743917,0.487818981,48.749,48.246,6.902000046,8.078000259,12.9591495,0.127,0.127,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.587
AFG,2009,1570.698145186777,7.3592754779651015,Low,SA,109.655,,0.696,36.85,80.79,913.035763,2.334771316,14.81395277,27.4661005,25.92592593,74.07407407,NB,Low,SA,6.532830238,11.13451958,,0.695,1456.850308,4124.036648,0.365442021,0.525538945,61.791,58.681,0.541599063,2.954439813,27.4661005,0.30500000000000005,0.30500000000000005,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.69
ALB,2009,8812.755949536158,9.083955490617754,Very High,ECA,19.237,,0.192,46.13,64.7,9.097263807,79.63211033,85.97153454,2.9614795,16.42857143,83.57142857,VB,Very High,ECA,13.04461956,12.73079967,,0.952,8251.992757,14435.96094,0.736126079,0.773271374,81.282,75.842,8.980000178,9.966666857,2.9614795,0.04800000000000004,0.04800000000000004,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.245
DZA,2009,13651.44729961229,9.521600824268026,High,AS,9.559,,0.513,13.95,68.66,114.5536168,24.83189082,32.35650269,35.490445,7.047619048,92.95238095,MB,High,AS,14.10593987,13.66561985,,0.838,3804.274217,23927.71179,0.631675249,0.753822453,75.074,72.721,5.25333341,6.893333117,35.490445,0.16200000000000003,0.16200000000000003,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.521
AGO,2009,6498.169282128252,8.779275767309882,Medium,SSA,162.773,,,60.92,73.85,398.8805501,,,22.4147735,38.63636364,61.36363636,,Medium,SSA,7.585711539,9.749147932,,0.855,7164.556127,10626.76976,0.475955835,0.55699507,58.129,54.308,2.823702378,4.86448219,22.4147735,0.14500000000000002,0.14500000000000002,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,
ATG,2009,26034.52680983608,10.167178890276695,Very High,LAC,50.957,,,,,36.8090846,,,0.084173,19.44444444,80.55555556,,Very High,LAC,15.83965969,15.11235046,,,,,,,79.509,73.049,10.87884919,9.896225593,0.084173,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,
ARG,2009,16182.07534784288,9.691659448631995,Very High,LAC,65.923,,0.37,49.13,73.91,56.5438545,60.65899649,63.12865966,40.854831,37.80487805,62.19512195,B,Very High,LAC,17.89896965,15.56626034,,1.0,17834.79951,32515.59089,0.832072532,0.83176841,78.593,72.449,10.65999985,10.39999962,40.854831,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.373
ARM,2009,6811.692479627414,8.826395896845096,Very High,ECA,29.88,,0.346,51.0,69.0,33.399441,97.09873793,97.89423116,2.9455165,9.160305344,90.83969466,B,Very High,ECA,12.39955044,12.05228043,,0.967,7136.778259,15301.67912,0.724896359,0.749474924,76.428,68.643,11.03199959,11.07999992,2.9455165,0.03300000000000003,0.03300000000000003,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.348
AUS,2009,40312.39511869452,10.604414271827942,Very High,,17.814,,0.137,58.77,72.31,5.380750415,92.23999786,92.23999786,21.783011,30.08849558,69.91150442,VB,Very High,,22.57791392,21.9486866,,0.964,33695.29956,63096.52161,0.907635941,0.941895382,83.994,79.445,11.97000027,12.01000023,21.783011,0.03600000000000003,0.03600000000000003,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.14
AUT,2009,40665.50466050187,10.613135460716956,Very High,,10.464,,0.107,54.17,66.94,5.979878349,97.66752353,99.00555389,8.3450655,28.27868852,71.72131148,VB,Very High,,15.97129135,15.6026453,,0.965,42442.9108,81311.37411,0.885558219,0.917590346,82.853,77.397,11.23999977,12.14999962,8.3450655,0.03500000000000003,0.03500000000000003,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.115
AZE,2009,13972.73090523817,9.544862916699785,High,ECA,42.246,,0.346,61.78,68.53,33.32892863,93.70999908,97.38999939,9.046336,11.38211382,88.61788618,B,High,ECA,11.78318024,11.68309021,,0.953,11924.54488,23002.61175,0.719740394,0.755317888,72.61,66.949,10.27000046,10.94999981,9.046336,0.04700000000000004,0.04700000000000004,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.346
BHS,2009,29690.16227836435,10.298571033501183,Very High,LAC,38.147,,0.384,69.1,78.4,89.04466399,89.41599808,89.00799866,0.36281,17.85714286,82.14285714,B,Very High,LAC,11.88696784,11.3500208,,1.003,25783.15195,37700.64783,0.800256262,0.797934982,77.061,70.002,11.93300018,11.5989996,0.36281,-0.0029999999999998916,0.0029999999999998916,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.366
BHR,2009,48625.65683141057,10.791906588930502,Very High,AS,15.257,,0.26,42.54,86.73,18.08349465,56.72777854,56.30777656,1.1836055,13.75,86.25,B,Very High,AS,14.09654999,12.42641582,,0.941,19277.05939,59225.82085,0.768778346,0.816702989,79.25,76.997,7.896666686,8.158889241,1.1836055,0.05900000000000005,0.05900000000000005,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.261
BGD,2009,2675.259459280267,7.891801648749945,Medium,SA,115.797,,0.615,33.86,82.76,337.8837168,28.07000008,39.15799904,150.873714,18.55072464,81.44927536,NB,Medium,SA,8.976849556,8.925519943,,0.846,1794.625866,5739.525126,0.496549192,0.586956207,69.058,66.161,4.276000071,5.808000183,150.873714,0.15400000000000003,0.15400000000000003,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.673
BRB,2009,19253.26870124217,9.86543612796302,Very High,LAC,48.251,,0.354,62.14,72.34,52.59873835,89.22739379,81.13449094,0.2741225,19.60784314,80.39215686,B,Very High,LAC,17.31535912,14.63807011,,1.014,13780.14324,20979.46456,0.799050071,0.788206513,77.728,73.02,9.779825758,9.099104755,0.2741225,-0.014000000000000012,0.014000000000000012,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.375
BLR,2009,14034.19112074896,9.549251854128295,Very High,ECA,23.893,,0.157,55.2,68.8,3.237435855,88.73000336,94.77999878,9.507337,32.14285714,67.85714286,VB,Very High,ECA,15.96689034,15.08568954,,1.022,17074.95649,27401.56498,0.80564722,0.788204493,76.398,64.578,11.06000042,11.35000038,9.507337,-0.02200000000000002,0.02200000000000002,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.147
BEL,2009,37885.90591256016,10.542334446249574,Very High,,10.25,,0.093,46.95,60.38,6.119143814,76.41000366,82.66999817,10.8129355,38.91402715,61.08597285,VB,Very High,,20.10174942,18.24321938,,0.965,42311.14817,74048.29657,0.900866092,0.933166022,82.431,77.163,11.03999996,11.60999966,10.8129355,0.03500000000000003,0.03500000000000003,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.098
BLZ,2009,9744.230205114194,9.184430614990205,High,LAC,73.136,,0.423,42.58,67.61,39.10901831,36.47044086,35.74892759,0.312614,11.11111111,88.88888889,MB,High,LAC,12.76587963,12.21893978,,0.956,7302.378979,15301.32224,0.704856473,0.737268682,73.584,68.445,9.985999775,10.00399971,0.312614,0.04400000000000004,0.04400000000000004,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.438
BEN,2009,2213.328956218366,7.70225297618823,Low,SSA,99.044,,0.635,75.16,76.12,583.7201347,6.944077555,19.03801079,9.509423,10.84337349,89.15662651,NB,Low,SSA,8.72993115,11.8380612,,0.822,2471.866375,3231.909772,0.432081764,0.525755492,59.178,57.29,1.576518647,3.7005126,9.509423,0.17800000000000005,0.17800000000000005,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.629
