FREQ_ID,FREQ_NAME,REF_AREA_ID,REF_AREA_NAME,INDICATOR_ID,INDICATOR_NAME,UNIT_MEASURE_ID,UNIT_MEASURE_NAME,AGG_METHOD_ID,AGG_METHOD_NAME,DECIMALS_ID,DECIMALS_NAME,DATABASE_ID_ID,DATABASE_ID_NAME,COMMENT_TS,UNIT_MULT_ID,UNIT_MULT_NAME,DATA_SOURCE_ID,DATA_SOURCE_NAME,OBS_STATUS_ID,OBS_STATUS_NAME,OBS_CONF_ID,OBS_CONF_NAME,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
A,Annual,ARM,Armenia,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),USD,US dollars,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,635.3553275025167,572.7402609009769,356.3507800069331,347.8706447208779,390.8799642976554,443.9248608579757,487.068624404558,505.0358870579657,590.2399473334593,582.6698861508952,593.4505817422821,659.5889885356293,742.6511183198187,882.0301676954736,1130.087914441581,1557.484589086547,2041.652670689969,2962.70234594569,3777.668593137672,2820.592655334702,3041.344507233394,3349.553097719061,3511.563996874258,3680.166921588859,3852.118006103844,3512.39350276709,3524.424768747072,3869.053738677518,4196.005623017693,4597.228873995479,4268.680933045835,4685.179971285085,6571.974455450988,8053.010663123446
A,Annual,ASM,American Samoa,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),USD,US dollars,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8972.69636535698,9197.661968369872,8958.428666971735,8831.269759966088,8745.166211374039,9231.372409245629,10030.80891309021,12156.02939057773,10375.1720141957,10383.45933145095,11745.48991539577,11813.50220345887,12026.33449294879,12727.41026513862,12843.33429036271,11863.68394525647,12552.05468688615,12886.1359517218,14489.25865637748,15236.16048755714,18017.45893839725,
A,Annual,ATG,Antigua and Barbuda,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),USD,US dollars,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,1213.496230877459,1374.704602475613,1704.969119475763,2052.93104863734,2310.025172470081,2568.895977864103,2846.708167495428,3270.438528291245,3813.912843034547,4629.053410869329,5423.963042891513,6465.807555036293,7187.495430685323,7590.343332264493,7956.006869033199,8153.27780423116,8624.168407357149,9351.044265695014,9033.932376406969,9755.66153983668,10335.84215434384,10906.52050713919,11341.93270728443,12021.46320818897,11535.77429458537,11657.34874972594,12171.37737604072,13036.00759005426,14366.29127651725,16172.25135412818,18203.51512777832,18785.46821618994,16471.3678310675,15216.30984007918,14841.97096137049,15208.65697235168,15050.71227659345,15533.48312543941,16080.65804958735,16557.84317478901,16924.78944877583,18273.42706849119,18884.3729680383,15360.45441604747,17340.3790692554,20117.76533103547,21787.10173159142
A,Annual,AUS,Australia,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),USD,US dollars,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,1810.706429570102,1877.707063764238,1854.746154141623,1967.211273657913,2131.380299828048,2281.110305265671,2343.915918756699,2580.110591646409,2724.130671517498,2991.477278766838,3304.927369757437,3495.228200884499,3949.461643376061,4770.810172085082,6482.938481034723,7003.842470985819,7486.6826042084,7775.658468671254,8252.734457338374,9294.515782518742,10208.80368449432,11853.6694186454,12779.14591640232,11515.74451210408,12421.88077350167,11441.58197071851,11392.00439484774,11651.33011698213,14284.96079183299,17834.4526910252,18249.30145381686,18859.90745769857,18624.18773358662,17699.8764915704,18129.63530644564,20448.12196858736,22021.7839065228,23646.62304573268,21479.11420200919,20712.66978055638,21870.41596695936,19695.72973791439,20301.84317132563,23718.13385018683,30836.73068246853,34479.76792983877,36595.70715484226,41051.61206522876,49701.28178433346,42816.56740028294,52144.6654705468,62605.60045830601,68072.87323408014,68190.70100356512,62544.08737737261,56739.02653465933,49888.04108427356,53901.71453921545,57196.42207837776,54972.70178854372,51791.54017998405,60607.77886051659,64997.01365364751,64820.91178900262
A,Annual,AUT,Austria,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),USD,US dollars,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,939.9148146811737,1036.728204360826,1093.014190615687,1172.557446261776,1275.457152816794,1381.077258244215,1494.04911382106,1577.141477051688,1685.662116691479,1834.078078179603,2050.705153770504,2371.652479550033,2912.595771115244,3875.483056185512,4612.619207796562,5264.917720040513,5656.145138378701,6783.951421936655,8173.329263472452,9755.404456257897,10826.97182749946,9348.488323952324,9373.48820626125,9500.050704174944,8955.848291915341,9136.170925596944,13031.8281010744,16328.56130472959,17509.76586838173,17400.52266197414,21596.06821999802,22323.1312492943,24782.71187670633,23987.20372406565,25546.24605250872,30207.0674314652,29645.94512514912,26571.7523626508,27212.46429057083,27078.70816122013,24487.29746859561,24430.49598284098,26334.86221503199,32110.11596614248,36614.25065337066,38157.37022862003,40382.20782985749,46622.96229136355,51581.39823610713,47857.44466352659,46611.13934202319,51116.89535220424,48250.40591426372,50305.35457749725,51314.97226163223,43915.22802085699,45061.49939201917,47163.7425775142,51194.07498412994,49885.99473552041,48716.4098900349,53648.71907422454,52176.66491411783,56033.57379206499
A,Annual,AZE,Azerbaijan,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),USD,US dollars,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1238.271892748423,734.9442328056881,60.23512054059724,209.5309545484253,157.0635499470717,314.5580190833398,409.185543774103,505.5162041883355,561.9068078718692,573.8935287340307,655.0972495799167,703.6709985846863,763.1088954634868,883.6925807452558,1045.0136328106,1578.367330306672,2472.957257322871,3851.330151751412,5574.468104325748,4950.399490094231,5843.5337683582,7189.81869211976,7495.865276580995,7875.345366615495,7890.840280620872,5500.503646284862,3880.685227683798,4147.198142322201,4739.794312340805,4805.753717659173,4229.910649045028,5408.045351750229,7770.594223350996,7125.90858368611
A,Annual,BDI,Burundi,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),USD,US dollars,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,70.90509996097326,71.6019298664571,73.41959790503803,78.37119824660816,85.33372858294143,50.61330395723014,51.41287376601084,54.01814247319941,54.19497821339594,55.05883884819775,68.75435391114341,69.89828169192884,68.23219179099314,84.25810657780578,93.22400483409126,110.8848274900534,115.4921317745228,137.4480443870756,148.8232325129186,186.1522736049622,209.8057366681677,212.2303318970696,216.43619143507,225.2095245082832,200.3757118272406,228.4405425646964,234.2812448099878,215.6083114674827,201.7404008158074,203.5789441924494,202.6294461762974,204.6682583988174,184.8689704564466,165.3441203194027,161.8925842616355,164.9153116793258,143.1567411871586,160.2783420469619,144.4569482555364,127.5141957811899,134.537861752389,132.1595545419321,120.9523085754683,111.4066828043908,125.1949651845333,147.2346192942251,161.8927556403191,166.1627449067552,189.5020745707677,199.0976330377079,216.7277053019764,230.0705773690839,231.6884963935692,234.8430453888283,250.5404811118771,280.9668313119229,235.2862053939082,236.6944725927535,224.8993923926404,210.2364945215318,210.0081399025084,214.0914554161333,250.6342253687444,193.0071455648041
A,Annual,BEL,Belgium,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),USD,US dollars,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,1290.286072161922,1367.788852281385,1457.265169983776,1555.022931825784,1724.018941790555,1859.509986716391,1983.131198217775,2113.821941328877,2251.315759067817,2490.107173083799,2765.890996647944,3082.927988791257,3831.631899994329,4900.962200758661,5733.79813933878,6701.377360524328,7243.047341195831,8426.94695947372,10289.76841732961,11810.61587547254,12864.00256613962,10622.80248307891,9343.86109959618,8846.234298469735,8457.268803163739,8750.818512505355,12170.04069627016,15135.85231169684,16391.09382779102,16525.06174328484,20600.3752789827,21041.66065196478,23372.61917101503,22283.93602135513,24208.55479314466,28413.82643873681,27489.55517704883,24820.93805038961,25338.44329349042,25252.80190665645,23098.88650774014,23015.07126324619,25006.191397109,30655.20926790237,35429.40779333441,36809.70134036188,38705.10679591471,44319.16544881302,48303.39795628597,44923.34001350815,44197.39367116197,47760.8298776546,44874.17091821225,46964.59467770559,47995.77869613394,40893.804537772,41854.5498296444,44035.3239358548,47487.21003925607,46716.62274679643,45906.28758052459,51655.78833037153,50807.20470849184,54700.90932367121
A,Annual,BEN,Benin,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),USD,US dollars,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,89.85692465397152,92.08584812976498,90.77386100774729,95.71673697619728,99.78502460172554,105.1179869389266,107.637211853532,106.5862418599499,111.2114941754453,110.3147947482121,108.8487794825474,106.8892927420667,127.9271570143309,153.6094681357031,164.9465941429162,196.4557860193378,197.7263611425406,207.0129622473962,249.8029261805383,310.6513870843522,358.003054209903,319.718185970269,305.0040635075001,255.983601560726,238.5744573553811,230.4341172189133,285.7715510644238,324.2537651661906,326.1797577003029,293.3219495509531,371.1016043323565,364.6892960166447,301.7732969628702,387.3100548131223,262.1298074450738,348.4352389143937,369.3943841357358,344.5504914989627,361.601983057505,525.1305972459742,487.4241413842425,492.401499509072,546.4638296581587,676.0028780842815,758.6958037863709,779.4377777532677,809.1470725062209,912.3382471883424,1060.602545020987,1024.102778581118,973.2442544930892,1059.413589157826,1071.525835674837,1168.926993142062,1204.399187005115,1002.418868825641,1010.533896091868,1054.974081416873,1151.740969521517,1130.821353049774,1197.501364280625,1318.834978434827,1264.707659766547,1394.373302176233
A,Annual,BFA,Burkina Faso,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),USD,US dollars,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,69.15024560876152,72.24237870624616,77.15292792881755,78.90877367120731,80.91478877185823,82.07461599246471,82.83606648642431,84.6272011419546,84.97378483922873,86.75553957252241,81.70756321974198,84.51493756764467,99.63358149338131,114.1376694735147,124.6714355032546,152.9015296067471,155.4854227406588,175.963864454284,223.8791119711629,258.5017290348449,277.5975313701814,248.7079739088918,239.0194835693392,211.9257405421964,187.8322242783906,194.0632262992441,247.4591346371044,280.2180922265918,301.1292146638328,293.1887037271466,338.5937590551277,333.7060551263605,348.5924438945465,324.1115767074349,187.2114237260605,229.0922944968165,242.7331713526718,223.8539585256109,249.5317329249299,292.836958697313,248.9085269217522,259.485223380436,285.6540876375328,362.3738999969534,403.8128374346103,441.1641480160121,455.5136556200242,514.6844511772381,619.4375332562643,601.5695206718585,624.9572522247657,725.0247677254749,731.470138867833,759.7620651684981,764.8616751062254,630.124750752312,663.7423648428855,709.0915358946953,777.465618514048,764.8530777749462,825.2370387824751,895.5352884429909,836.1183045936821,882.6898100861632
A,Annual,BGD,Bangladesh,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),USD,US dollars,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,82.48127741163545,90.36857862942482,92.58942117693144,94.14237429678488,92.57829779383889,98.6041470420746,104.4220546788597,114.2098816961093,114.4149674703754,125.8803116981981,130.2181608449546,124.5339630991515,87.773765191476,109.6917267569116,164.9863936028137,249.8042540160217,126.6930442044365,117.8877713792242,158.3242551522848,181.1307067031352,206.0757143121552,224.2413923911916,199.5959446468514,184.7067728745899,193.4350209762379,222.2201803963398,212.1489938530603,231.4995845204834,247.9014659673321,263.0057208275472,283.0537370552336,272.0649484958778,273.4650725202716,280.7572744503659,280.6030317912162,309.4586808233672,371.9179376773447,379.2849177096348,385.6168817527958,388.0956842682349,396.6707302497512,394.6564100189103,393.8864223276277,426.7488075436204,455.6140169097983,480.0858507545196,490.3880265332894,537.9554927929107,613.0620410412401,679.2114774280559,757.3852803615082,837.3369446956473,859.6805363754974,958.2629897982828,1094.461997028377,1224.386476681652,1649.283808586006,1811.082216686459,1965.243727314668,2129.798969546057,2248.850788282327,2482.849178433572,2716.485926778355,2551.017726741423
A,Annual,BGR,Bulgaria,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),USD,US dollars,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,2238.802957865739,2234.814815731252,2169.004010896829,1852.813434428019,1963.572676182736,1914.550646587935,2260.427281154497,3132.30136036246,2511.393062594886,2477.020817959598,2366.529821286138,1267.734375414851,1211.980878109311,1278.525113703186,1148.494399381702,2259.259225552209,1470.192592506823,1361.409384398837,1820.448664499423,1659.718611054933,1621.262107389917,1770.907049186905,2092.982886255581,2719.494368592867,3389.687433602736,3899.825963328784,4523.146557880496,5888.776852206362,7271.303388580252,6988.273162964647,6863.667067740523,7857.167069844413,7430.737380424202,7687.713682433166,7912.274843711382,7078.860322989693,7570.931655117082,8381.881346216689,9436.144798760552,9838.600589853835,10198.53883134039,12274.07759504958,13644.20158280699,15885.53913113311
A,Annual,BHR,Bahrain,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),USD,US dollars,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,,,,,,,,,,,1741.822454071519,1829.740705433152,2205.917004376998,2981.092531349763,3873.716291075109,3880.440471629268,5310.191326155334,6358.420841954425,6925.988932074357,7890.829824948736,9732.725871860266,10556.50917187354,10712.15293640091,10598.84271571274,10696.93310552075,9648.656430326737,7776.956577363185,8332.914254060537,8771.7853534009,8833.41134256929,9342.538914016885,10434.13239627865,10460.15832228083,11151.87149574197,11629.35952196117,11900.93177783354,12091.78021882346,12254.66625831282,11625.03437683427,12123.35347153681,14214.48368393432,13573.23398875974,13501.47088014247,14486.02690298219,15963.94931716169,17966.16578376246,19267.28261507196,20908.40425480734,23299.4992780392,19465.31407450379,21819.32910980991,25032.78677433334,26438.67332304283,26989.7601148469,26451.79656474528,23734.05511430191,23800.00144063101,24784.76935146067,26324.40665495586,27259.7438599327,24342.8444554718,27147.80838822855,30616.26106774951,29218.86056341367
