STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REGION,,LOCATION,,INCOME,,VARIABLE,,TIME_PERIOD,,OBS_VALUE,,OBS_STATUS,,UNIT_MEASURE,,UNIT_MULT,,BASE_PER,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,ALL,,PER,,UMI,,RR,,2014,,0.4076,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,ALL,,ZAF,,UMI,,RR,,2014,,0.4076,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,EAP,,KOR,,AIC,,RR,,2014,,0.4076,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,ECA,,ALB,,AIC,,RR,,2014,,0.4076,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,SSA,,BDI,,AIC,,RR,,2014,,0.4076,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,EAP,,CHN,,AIC,,RR,,2014,,0.4076,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,SSA,,COG,,AIC,,RR,,2014,,0.4076,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,LAC,,CRI,,AIC,,RR,,2014,,0.4076,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,SSA,,GNQ,,AIC,,RR,,2014,,0.4076,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,ECA,,GEO,,AIC,,RR,,2014,,0.4076,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,EAP,,HKG,,AIC,,RR,,2014,,0.4076,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,ECA,,KAZ,,AIC,,RR,,2014,,0.4076,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,EAP,,LAO,,AIC,,RR,,2014,,0.4076,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,SSA,,LBR,,AIC,,RR,,2014,,0.4076,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,ECA,,MKD,,AIC,,RR,,2014,,0.4076,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,EAP,,MYS,,AIC,,RR,,2014,,0.4076,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,SSA,,MLI,,AIC,,RR,,2014,,0.4076,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,SSA,,MOZ,,AIC,,RR,,2014,,0.4076,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,SA,,PAK,,AIC,,RR,,2014,,0.4076,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,LAC,,PRY,,AIC,,RR,,2014,,0.4076,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,LAC,,PER,,AIC,,RR,,2014,,0.4076,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,SSA,,SEN,,AIC,,RR,,2014,,0.4076,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,SSA,,ZAF,,AIC,,RR,,2014,,0.4076,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,EAP,,VNM,,AIC,,RR,,2014,,0.4076,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,SSA,,ZWE,,AIC,,RR,,2014,,0.4076,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,ECA,,CYP,,HIN,,RC,,2014,,0.5399,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,ECA,,RUS,,HIN,,RC,,2014,,0.5399,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,EAP,,JPN,,HIO,,RC,,2014,,0.5399,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,LAC,,CHL,,HIO,,RC,,2014,,0.5399,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,SSA,,GNB,,LIN,,RC,,2014,,0.5399,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,SA,,BTN,,LMI,,RC,,2014,,0.5399,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,SSA,,CIV,,LMI,,RC,,2014,,0.5399,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,ECA,,GEO,,LMI,,RC,,2014,,0.5399,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,SSA,,GHA,,LMI,,RC,,2014,,0.5399,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,LAC,,GTM,,LMI,,RC,,2014,,0.5399,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,EAP,,PNG,,LMI,,RC,,2014,,0.5399,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,SA,,LKA,,LMI,,RC,,2014,,0.5399,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,ECA,,UKR,,LMI,,RC,,2014,,0.5399,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,ECA,,HUN,,UMI,,RC,,2014,,0.5399,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,ECA,,TUR,,UMI,,RC,,2014,,0.5399,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,EAP,,FJI,,UMI,,RC,,2014,,0.5399,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,ECA,,ROU,,UMI,,RC,,2014,,0.5399,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,ALL,,HUN,,AIC,,RC,,2014,,0.5399,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,ALL,,JPN,,AIC,,RC,,2014,,0.5399,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,ALL,,TUR,,AIC,,RC,,2014,,0.5399,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,ALL,,BTN,,AIC,,RC,,2014,,0.5399,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,ALL,,CIV,,AIC,,RC,,2014,,0.5399,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,ALL,,CYP,,AIC,,RC,,2014,,0.5399,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,ALL,,FJI,,AIC,,RC,,2014,,0.5399,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,ALL,,CHL,,AIC,,RC,,2014,,0.5399,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,ALL,,GEO,,AIC,,RC,,2014,,0.5399,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,ALL,,GHA,,AIC,,RC,,2014,,0.5399,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,ALL,,GTM,,AIC,,RC,,2014,,0.5399,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,ALL,,GNB,,AIC,,RC,,2014,,0.5399,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,ALL,,PNG,,AIC,,RC,,2014,,0.5399,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,ALL,,ROU,,AIC,,RC,,2014,,0.5399,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,ALL,,RUS,,AIC,,RC,,2014,,0.5399,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,ALL,,LKA,,AIC,,RC,,2014,,0.5399,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,ALL,,UKR,,AIC,,RC,,2014,,0.5399,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,ALL,,CYP,,HIN,,RC,,2014,,0.5399,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,ALL,,RUS,,HIN,,RC,,2014,,0.5399,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,ALL,,JPN,,HIO,,RC,,2014,,0.5399,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,ALL,,CHL,,HIO,,RC,,2014,,0.5399,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,ALL,,GNB,,LIN,,RC,,2014,,0.5399,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,ALL,,BTN,,LMI,,RC,,2014,,0.5399,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,ALL,,CIV,,LMI,,RC,,2014,,0.5399,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,ALL,,GEO,,LMI,,RC,,2014,,0.5399,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,ALL,,GHA,,LMI,,RC,,2014,,0.5399,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,ALL,,GTM,,LMI,,RC,,2014,,0.5399,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,ALL,,PNG,,LMI,,RC,,2014,,0.5399,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,ALL,,LKA,,LMI,,RC,,2014,,0.5399,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,ALL,,UKR,,LMI,,RC,,2014,,0.5399,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,ALL,,HUN,,UMI,,RC,,2014,,0.5399,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,ALL,,TUR,,UMI,,RC,,2014,,0.5399,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,ALL,,FJI,,UMI,,RC,,2014,,0.5399,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,ALL,,ROU,,UMI,,RC,,2014,,0.5399,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,ECA,,HUN,,AIC,,RC,,2014,,0.5399,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,EAP,,JPN,,AIC,,RC,,2014,,0.5399,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,ECA,,TUR,,AIC,,RC,,2014,,0.5399,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,SA,,BTN,,AIC,,RC,,2014,,0.5399,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,SSA,,CIV,,AIC,,RC,,2014,,0.5399,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,ECA,,CYP,,AIC,,RC,,2014,,0.5399,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,EAP,,FJI,,AIC,,RC,,2014,,0.5399,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,LAC,,CHL,,AIC,,RC,,2014,,0.5399,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,ECA,,GEO,,AIC,,RC,,2014,,0.5399,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,SSA,,GHA,,AIC,,RC,,2014,,0.5399,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,LAC,,GTM,,AIC,,RC,,2014,,0.5399,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,SSA,,GNB,,AIC,,RC,,2014,,0.5399,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,EAP,,PNG,,AIC,,RC,,2014,,0.5399,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,ECA,,ROU,,AIC,,RC,,2014,,0.5399,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,ECA,,RUS,,AIC,,RC,,2014,,0.5399,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,SA,,LKA,,AIC,,RC,,2014,,0.5399,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,ECA,,UKR,,AIC,,RC,,2014,,0.5399,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,MENA,,ISR,,HIO,,RC,,2014,,0.6093,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,SSA,,TCD,,LIN,,RC,,2014,,0.6093,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,EAP,,PRK,,LIN,,RC,,2014,,0.6093,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,SSA,,MWI,,LIN,,RC,,2014,,0.6093,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,SSA,,SLE,,LIN,,RC,,2014,,0.6093,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,SSA,,SOM,,LIN,,RC,,2014,,0.6093,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,SSA,,COG,,LMI,,RC,,2014,,0.6093,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,MENA,,PSE,,LMI,,RC,,2014,,0.6093,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,SSA,,SWZ,,LMI,,RC,,2014,,0.6093,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,EAP,,VNM,,LMI,,RC,,2014,,0.6093,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,ECA,,AZE,,UMI,,RC,,2014,,0.6093,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,LAC,,COL,,UMI,,RC,,2014,,0.6093,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,MENA,,JOR,,UMI,,RC,,2014,,0.6093,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,ECA,,KAZ,,UMI,,RC,,2014,,0.6093,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,MENA,,LBY,,UMI,,RC,,2014,,0.6093,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,ECA,,TKM,,UMI,,RC,,2014,,0.6093,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,ALL,,AZE,,AIC,,RC,,2014,,0.6093,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,ALL,,TCD,,AIC,,RC,,2014,,0.6093,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,ALL,,COL,,AIC,,RC,,2014,,0.6093,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,ALL,,COG,,AIC,,RC,,2014,,0.6093,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,ALL,,PRK,,AIC,,RC,,2014,,0.6093,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,ALL,,ISR,,AIC,,RC,,2014,,0.6093,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,ALL,,JOR,,AIC,,RC,,2014,,0.6093,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,ALL,,KAZ,,AIC,,RC,,2014,,0.6093,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,ALL,,LBY,,AIC,,RC,,2014,,0.6093,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,ALL,,MWI,,AIC,,RC,,2014,,0.6093,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,ALL,,PSE,,AIC,,RC,,2014,,0.6093,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,ALL,,SLE,,AIC,,RC,,2014,,0.6093,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,ALL,,SOM,,AIC,,RC,,2014,,0.6093,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,ALL,,SWZ,,AIC,,RC,,2014,,0.6093,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,ALL,,TKM,,AIC,,RC,,2014,,0.6093,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,ALL,,VNM,,AIC,,RC,,2014,,0.6093,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,ALL,,ISR,,HIO,,RC,,2014,,0.6093,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,ALL,,TCD,,LIN,,RC,,2014,,0.6093,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,ALL,,PRK,,LIN,,RC,,2014,,0.6093,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,ALL,,MWI,,LIN,,RC,,2014,,0.6093,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,ALL,,SLE,,LIN,,RC,,2014,,0.6093,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,ALL,,SOM,,LIN,,RC,,2014,,0.6093,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,ALL,,COG,,LMI,,RC,,2014,,0.6093,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,ALL,,PSE,,LMI,,RC,,2014,,0.6093,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,ALL,,SWZ,,LMI,,RC,,2014,,0.6093,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,ALL,,VNM,,LMI,,RC,,2014,,0.6093,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,ALL,,AZE,,UMI,,RC,,2014,,0.6093,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,ALL,,COL,,UMI,,RC,,2014,,0.6093,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,ALL,,JOR,,UMI,,RC,,2014,,0.6093,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,ALL,,KAZ,,UMI,,RC,,2014,,0.6093,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,ALL,,LBY,,UMI,,RC,,2014,,0.6093,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,ALL,,TKM,,UMI,,RC,,2014,,0.6093,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,ECA,,AZE,,AIC,,RC,,2014,,0.6093,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,SSA,,TCD,,AIC,,RC,,2014,,0.6093,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,LAC,,COL,,AIC,,RC,,2014,,0.6093,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,SSA,,COG,,AIC,,RC,,2014,,0.6093,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,EAP,,PRK,,AIC,,RC,,2014,,0.6093,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,MENA,,ISR,,AIC,,RC,,2014,,0.6093,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,MENA,,JOR,,AIC,,RC,,2014,,0.6093,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,ECA,,KAZ,,AIC,,RC,,2014,,0.6093,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,MENA,,LBY,,AIC,,RC,,2014,,0.6093,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,SSA,,MWI,,AIC,,RC,,2014,,0.6093,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,MENA,,PSE,,AIC,,RC,,2014,,0.6093,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,SSA,,SLE,,AIC,,RC,,2014,,0.6093,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,SSA,,SOM,,AIC,,RC,,2014,,0.6093,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,SSA,,SWZ,,AIC,,RC,,2014,,0.6093,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,ECA,,TKM,,AIC,,RC,,2014,,0.6093,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,EAP,,VNM,,AIC,,RC,,2014,,0.6093,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,MENA,,BHR,,HIN,,FC,,2014,,0.7127,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,MENA,,BHR,,HIN,,RR,,2014,,0.1837,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,MENA,,BHR,,HIN,,RC,,2014,,0.7953,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,ECA,,HRV,,HIN,,FC,,2014,,0.1121,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,ECA,,HRV,,HIN,,SB,,2014,,0.1002,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,ECA,,CYP,,HIN,,FC,,2014,,0.0107,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,ECA,,CYP,,HIN,,SB,,2014,,0.0897,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,SSA,,GNQ,,HIN,,FC,,2014,,0.5545,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,SSA,,GNQ,,HIN,,RC,,2014,,0.7953,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,EAP,,HKG,,HIN,,FC,,2014,,0.0805,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,MENA,,KWT,,HIN,,FC,,2014,,0.6544,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,MENA,,KWT,,HIN,,RC,,2014,,0.7953,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,ECA,,LVA,,HIN,,SIGI,,2014,,0.0511,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,ECA,,LVA,,HIN,,FC,,2014,,0.0044,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,ECA,,LVA,,HIN,,RP,,2014,,0.3466,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,ECA,,LVA,,HIN,,SB,,2014,,0.1008,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,ECA,,LTU,,HIN,,SIGI,,2014,,0.0424,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,ECA,,LTU,,HIN,,FC,,2014,,0.0013,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,ECA,,LTU,,HIN,,RP,,2014,,0.2795,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,ECA,,LTU,,HIN,,SB,,2014,,0.0931,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,MENA,,OMN,,HIN,,FC,,2014,,0.6082,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,MENA,,OMN,,HIN,,RC,,2014,,1,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,MENA,,QAT,,HIN,,FC,,2014,,0.7353,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,MENA,,QAT,,HIN,,RC,,2014,,1,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,ECA,,RUS,,HIN,,FC,,2014,,0.0496,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,ECA,,RUS,,HIN,,RP,,2014,,0.2891,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,MENA,,SAU,,HIN,,FC,,2014,,0.7114,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,MENA,,SAU,,HIN,,RC,,2014,,0.814,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,EAP,,SGP,,HIN,,FC,,2014,,0.1396,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,EAP,,SGP,,HIN,,RR,,2014,,0.2048,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,LAC,,TTO,,HIN,,SIGI,,2014,,0.0236,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,LAC,,TTO,,HIN,,FC,,2014,,0.2504,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,LAC,,TTO,,HIN,,RP,,2014,,0.1306,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,MENA,,ARE,,HIN,,FC,,2014,,0.5274,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,MENA,,ARE,,HIN,,RC,,2014,,0.814,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,LAC,,URY,,HIN,,FC,,2014,,0.2761,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,LAC,,URY,,HIN,,RP,,2014,,0.0933,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,LAC,,URY,,HIN,,RR,,2014,,0.1837,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,EAP,,AUS,,HIO,,FC,,2014,,0.1021,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,ECA,,AUT,,HIO,,SB,,2014,,0.1052,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,ECA,,BEL,,HIO,,SIGI,,2014,,0.0016,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,ECA,,BEL,,HIO,,FC,,2014,,0.0038,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,ECA,,BEL,,HIO,,RP,,2014,,0.0316,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,ECA,,BEL,,HIO,,SB,,2014,,0.0824,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,NA,,CAN,,HIO,,FC,,2014,,0.0194,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,ECA,,CZE,,HIO,,SIGI,,2014,,0.0283,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,ECA,,CZE,,HIO,,FC,,2014,,0.0013,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,ECA,,CZE,,HIO,,RP,,2014,,0.0956,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,ECA,,CZE,,HIO,,SB,,2014,,0.0855,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2014(1.0),,I,ECA,,DNK,,HIO,,FC,,2014,,0.0006,,A,,,,,,,
